,station,station_name,station_code,ts_lat,ts_long,delay,ws,ws_name,ws_code,ws_lat,ws_long,windspeed,mean_temp,percipitation,visibility,wind_direction
0,http://www.group15_KD_tr_onto/AMR,Alkmaar railway station,AMR,52.6378,4.74056,1.0,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,40,100,0,3,35
1,http://www.group15_KD_tr_onto/ANA,Anna Paulowna railway station,ANA,52.8669,4.81111,1.5,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,40,100,0,3,35
2,http://www.group15_KD_tr_onto/HDRZ,Den Helder Zuid railway station,HDRZ,52.9331,4.76389,1.25,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,40,100,0,3,35
3,http://www.group15_KD_tr_onto/HDR,Den Helder railway station,HDR,52.9564,4.76083,1.725,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,40,100,0,3,35
4,http://www.group15_KD_tr_onto/HWD,Heerhugowaard railway station,HWD,52.67,4.82361,0.8300653594771242,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,40,100,0,3,35
5,http://www.group15_KD_tr_onto/OBD,Obdam railway station,OBD,52.6781,4.90833,0.31343283582089554,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,40,100,0,3,35
6,http://www.group15_KD_tr_onto/SGN,Schagen railway station,SGN,52.7861,4.80528,1.548780487804878,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,40,100,0,3,35
7,http://www.group15_KD_tr_onto/AC,Abcoude railway station,AC,52.2744,4.98222,0.5909090909090909,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,60,111,0,57,8
8,http://www.group15_KD_tr_onto/AMPO,Almere Poort railway station,AMPO,52.3428,5.15194,0.836,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,60,111,0,57,8
9,http://www.group15_KD_tr_onto/ASA,Amsterdam Amstel station,ASA,52.3464,4.91778,1.0179856115107915,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,60,111,0,57,8
10,http://www.group15_KD_tr_onto/ASB,Amsterdam Bijlmer ArenA station,ASB,52.3131,4.94611,0.7977941176470589,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,60,111,0,57,8
11,http://www.group15_KD_tr_onto/ASDL,Amsterdam Lelylaan station,ASDL,52.3572,4.83389,0.91796875,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,60,111,0,57,8
12,http://www.group15_KD_tr_onto/ASDM,Amsterdam Muiderpoort railway station,ASDM,52.3608,4.93111,0.7381703470031545,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,60,111,0,57,8
