,station,station_name,station_code,ts_lat,ts_long,delay,ws,ws_name,ws_code,ws_lat,ws_long,windspeed,mean_temp,percipitation,visibility,wind_direction
0,http://www.group15_KD_tr_onto/AMR,Alkmaar railway station,AMR,52.6378,4.74056,1.3894736842105264,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,50,85,21,1,212
1,http://www.group15_KD_tr_onto/ANA,Anna Paulowna railway station,ANA,52.8669,4.81111,1.206896551724138,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,50,85,21,1,212
2,http://www.group15_KD_tr_onto/HDRZ,Den Helder Zuid railway station,HDRZ,52.9331,4.76389,1.0,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,50,85,21,1,212
3,http://www.group15_KD_tr_onto/HDR,Den Helder railway station,HDR,52.9564,4.76083,1.3333333333333333,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,50,85,21,1,212
4,http://www.group15_KD_tr_onto/HWD,Heerhugowaard railway station,HWD,52.67,4.82361,1.0258064516129033,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,50,85,21,1,212
5,http://www.group15_KD_tr_onto/OBD,Obdam railway station,OBD,52.6781,4.90833,0.9852941176470589,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,50,85,21,1,212
6,http://www.group15_KD_tr_onto/SGN,Schagen railway station,SGN,52.7861,4.80528,1.2183908045977012,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,50,85,21,1,212
7,http://www.group15_KD_tr_onto/AC,Abcoude railway station,AC,52.2744,4.98222,0.6697247706422018,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
8,http://www.group15_KD_tr_onto/AMPO,Almere Poort railway station,AMPO,52.3428,5.15194,0.3242009132420091,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
9,http://www.group15_KD_tr_onto/ASA,Amsterdam Amstel station,ASA,52.3464,4.91778,0.7611940298507462,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
10,http://www.group15_KD_tr_onto/ASB,Amsterdam Bijlmer ArenA station,ASB,52.3131,4.94611,0.7024793388429752,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
11,http://www.group15_KD_tr_onto/ASDL,Amsterdam Lelylaan station,ASDL,52.3572,4.83389,0.7455357142857143,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
12,http://www.group15_KD_tr_onto/ASDM,Amsterdam Muiderpoort railway station,ASDM,52.3608,4.93111,0.7992424242424242,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
13,http://www.group15_KD_tr_onto/ASDZ,Amsterdam Zuid station,ASDZ,52.3389,4.87306,0.6509635974304069,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
14,http://www.group15_KD_tr_onto/ASD,Amsterdam Centraal station,ASD,52.3783,4.9,1.4869451697127938,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
15,http://www.group15_KD_tr_onto/ASSP,Amsterdam Science Park railway station,ASSP,52.3525,4.94861,0.7032258064516129,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
16,http://www.group15_KD_tr_onto/ASS,Amsterdam Sloterdijk station,ASS,52.3892,4.83806,0.7793190416141236,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
17,http://www.group15_KD_tr_onto/BLL,Bloemendaal railway station,BLL,52.4042,4.6275,1.3924050632911393,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
18,http://www.group15_KD_tr_onto/BV,Beverwijk railway station,BV,52.4783,4.65611,0.8481012658227848,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
19,http://www.group15_KD_tr_onto/CAS,Castricum railway station,CAS,52.5456,4.65889,1.0954545454545455,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
20,http://www.group15_KD_tr_onto/DMNZ,Diemen Zuid station,DMNZ,52.3303,4.95639,0.553030303030303,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
21,http://www.group15_KD_tr_onto/DMN,Diemen railway station,DMN,52.3453,4.96694,0.6838709677419355,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
22,http://www.group15_KD_tr_onto/HAD,Heemstede-Aerdenhout railway station,HAD,52.3597,4.60694,0.7,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
23,http://www.group15_KD_tr_onto/HFD,Hoofddorp railway station,HFD,52.2933,4.7,1.032520325203252,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
24,http://www.group15_KD_tr_onto/HIL,Hillegom railway station,HIL,52.3028,4.56583,0.575,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
25,http://www.group15_KD_tr_onto/HK,Heemskerk railway station,HK,52.4947,4.68611,0.8987341772151899,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
26,http://www.group15_KD_tr_onto/HLMS,Haarlem Spaarnwoude railway station,HLMS,52.3828,4.67111,0.9558823529411765,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
27,http://www.group15_KD_tr_onto/HLM,Haarlem railway station,HLM,52.3878,4.63889,0.5589225589225589,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
28,http://www.group15_KD_tr_onto/HLO,Heiloo railway station,HLO,52.6,4.70083,1.2275449101796407,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
29,http://www.group15_KD_tr_onto/HWZB,Halfweg-Zwanenburg railway station,HWZB,52.3847,4.75167,0.7941176470588235,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,50,85,15,2,190
