,station,station_name,station_code,ts_lat,ts_long,delay,ws,ws_name,ws_code,ws_lat,ws_long,windspeed,mean_temp,percipitation,visibility,wind_direction
0,http://www.group15_KD_tr_onto/AMR,Alkmaar railway station,AMR,52.6378,4.74056,0.6303030303030303,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,110,34,0,70,194
1,http://www.group15_KD_tr_onto/ANA,Anna Paulowna railway station,ANA,52.8669,4.81111,1.0833333333333333,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,110,34,0,70,194
2,http://www.group15_KD_tr_onto/HDRZ,Den Helder Zuid railway station,HDRZ,52.9331,4.76389,0.9583333333333334,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,110,34,0,70,194
3,http://www.group15_KD_tr_onto/HDR,Den Helder railway station,HDR,52.9564,4.76083,1.2162162162162162,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,110,34,0,70,194
4,http://www.group15_KD_tr_onto/HWD,Heerhugowaard railway station,HWD,52.67,4.82361,0.4852941176470588,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,110,34,0,70,194
5,http://www.group15_KD_tr_onto/OBD,Obdam railway station,OBD,52.6781,4.90833,0.38095238095238093,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,110,34,0,70,194
6,http://www.group15_KD_tr_onto/SGN,Schagen railway station,SGN,52.7861,4.80528,0.75,http://www.group15_KD_tr_onto/235,De Kooy,235,52.928,4.781,110,34,0,70,194
7,http://www.group15_KD_tr_onto/AC,Abcoude railway station,AC,52.2744,4.98222,0.4369747899159664,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
8,http://www.group15_KD_tr_onto/AMPO,Almere Poort railway station,AMPO,52.3428,5.15194,0.2822966507177033,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
9,http://www.group15_KD_tr_onto/ASA,Amsterdam Amstel station,ASA,52.3464,4.91778,0.37658227848101267,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
10,http://www.group15_KD_tr_onto/ASB,Amsterdam Bijlmer ArenA station,ASB,52.3131,4.94611,0.5602836879432624,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
11,http://www.group15_KD_tr_onto/ASDL,Amsterdam Lelylaan station,ASDL,52.3572,4.83389,0.2643171806167401,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
12,http://www.group15_KD_tr_onto/ASDM,Amsterdam Muiderpoort railway station,ASDM,52.3608,4.93111,0.14634146341463414,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
13,http://www.group15_KD_tr_onto/ASDZ,Amsterdam Zuid station,ASDZ,52.3389,4.87306,0.5742574257425742,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
14,http://www.group15_KD_tr_onto/ASD,Amsterdam Centraal station,ASD,52.3783,4.9,0.46397188049209137,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
15,http://www.group15_KD_tr_onto/ASSP,Amsterdam Science Park railway station,ASSP,52.3525,4.94861,0.0,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
16,http://www.group15_KD_tr_onto/ASS,Amsterdam Sloterdijk station,ASS,52.3892,4.83806,0.35695876288659795,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
17,http://www.group15_KD_tr_onto/BLL,Bloemendaal railway station,BLL,52.4042,4.6275,0.972972972972973,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
18,http://www.group15_KD_tr_onto/BV,Beverwijk railway station,BV,52.4783,4.65611,0.33783783783783783,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
19,http://www.group15_KD_tr_onto/CAS,Castricum railway station,CAS,52.5456,4.65889,0.6363636363636364,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
20,http://www.group15_KD_tr_onto/DMNZ,Diemen Zuid station,DMNZ,52.3303,4.95639,0.37662337662337664,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
21,http://www.group15_KD_tr_onto/DMN,Diemen railway station,DMN,52.3453,4.96694,0.0,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
22,http://www.group15_KD_tr_onto/HAD,Heemstede-Aerdenhout railway station,HAD,52.3597,4.60694,0.2857142857142857,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
23,http://www.group15_KD_tr_onto/HFD,Hoofddorp railway station,HFD,52.2933,4.7,0.3177083333333333,http://www.group15_KD_tr_onto/240,Schiphol,240,52.318,4.79,90,29,0,65,180
